date_slot,specialization,doctor_name,is_available,patient_to_attend
13-08-2024 08:30,general_dentist,john doe,TRUE,
13-08-2024 09:00,general_dentist,john doe,FALSE,1000100
13-08-2024 09:30,general_dentist,john doe,TRUE,
13-08-2024 10:00,general_dentist,john doe,FALSE,1000035
13-08-2024 10:30,general_dentist,john doe,TRUE,
13-08-2024 11:00,general_dentist,john doe,TRUE,
13-08-2024 11:30,general_dentist,john doe,FALSE,1000068
13-08-2024 12:00,general_dentist,john doe,FALSE,1000067
13-08-2024 12:30,general_dentist,john doe,FALSE,1000007
13-08-2024 13:00,general_dentist,john doe,TRUE,
13-08-2024 13:30,general_dentist,john doe,TRUE,
13-08-2024 14:00,general_dentist,john doe,TRUE,
13-08-2024 14:30,general_dentist,john doe,TRUE,
13-08-2024 15:00,general_dentist,john doe,TRUE,
13-08-2024 15:30,general_dentist,john doe,TRUE,
13-08-2024 16:00,general_dentist,john doe,TRUE,
13-08-2024 16:30,general_dentist,john doe,TRUE,
14-08-2024 08:00,general_dentist,john doe,TRUE,
14-08-2024 08:30,general_dentist,john doe,TRUE,
14-08-2024 09:00,general_dentist,john doe,TRUE,
14-08-2024 09:30,general_dentist,john doe,TRUE,
14-08-2024 10:00,general_dentist,john doe,TRUE,
14-08-2024 10:30,general_dentist,john doe,TRUE,
14-08-2024 11:00,general_dentist,john doe,TRUE,
14-08-2024 11:30,general_dentist,john doe,FALSE,1000003
14-08-2024 12:00,general_dentist,john doe,FALSE,1000002
14-08-2024 12:30,general_dentist,john doe,FALSE,1000002
14-08-2024 13:00,general_dentist,john doe,FALSE,1000079
14-08-2024 13:30,general_dentist,john doe,TRUE,
14-08-2024 14:00,general_dentist,john doe,TRUE,
14-08-2024 14:30,general_dentist,john doe,FALSE,1000007
14-08-2024 15:00,general_dentist,john doe,FALSE,1000046
14-08-2024 15:30,general_dentist,john doe,TRUE,
14-08-2024 16:00,general_dentist,john doe,TRUE,
14-08-2024 16:30,general_dentist,john doe,TRUE,
15-08-2024 08:00,general_dentist,john doe,TRUE,
15-08-2024 08:30,general_dentist,john doe,TRUE,
15-08-2024 09:00,general_dentist,john doe,TRUE,
15-08-2024 09:30,general_dentist,john doe,TRUE,
15-08-2024 10:00,general_dentist,john doe,TRUE,
15-08-2024 10:30,general_dentist,john doe,TRUE,
15-08-2024 11:00,general_dentist,john doe,FALSE,1000099
15-08-2024 11:30,general_dentist,john doe,TRUE,
15-08-2024 12:00,general_dentist,john doe,TRUE,
15-08-2024 12:30,general_dentist,john doe,TRUE,
15-08-2024 13:00,general_dentist,john doe,FALSE,1000029
15-08-2024 13:30,general_dentist,john doe,TRUE,
15-08-2024 14:00,general_dentist,john doe,TRUE,
15-08-2024 14:30,general_dentist,john doe,FALSE,1000023
15-08-2024 15:00,general_dentist,john doe,TRUE,
15-08-2024 15:30,general_dentist,john doe,FALSE,1000099
15-08-2024 16:00,general_dentist,john doe,TRUE,
15-08-2024 16:30,general_dentist,john doe,FALSE,1000085
16-08-2024 08:00,general_dentist,john doe,FALSE,1000004
16-08-2024 08:30,general_dentist,john doe,TRUE,
16-08-2024 09:00,general_dentist,john doe,TRUE,
16-08-2024 09:30,general_dentist,john doe,TRUE,
16-08-2024 10:00,general_dentist,john doe,TRUE,
16-08-2024 10:30,general_dentist,john doe,FALSE,1000077
16-08-2024 11:00,general_dentist,john doe,TRUE,
16-08-2024 11:30,general_dentist,john doe,TRUE,
16-08-2024 12:00,general_dentist,john doe,TRUE,
16-08-2024 12:30,general_dentist,john doe,TRUE,
16-08-2024 13:00,general_dentist,john doe,FALSE,1000009
16-08-2024 13:30,general_dentist,john doe,TRUE,
16-08-2024 14:00,general_dentist,john doe,FALSE,1000009
16-08-2024 14:30,general_dentist,john doe,FALSE,1000027
16-08-2024 15:00,general_dentist,john doe,TRUE,
16-08-2024 15:30,general_dentist,john doe,FALSE,1000018
16-08-2024 16:00,general_dentist,john doe,FALSE,1000065
16-08-2024 16:30,general_dentist,john doe,FALSE,1000028
17-08-2024 09:00,general_dentist,john doe,FALSE,1000060
17-08-2024 09:30,general_dentist,john doe,TRUE,
17-08-2024 10:00,general_dentist,john doe,TRUE,
17-08-2024 10:30,general_dentist,john doe,TRUE,
17-08-2024 11:00,general_dentist,john doe,TRUE,
17-08-2024 11:30,general_dentist,john doe,TRUE,
17-08-2024 12:00,general_dentist,john doe,FALSE,1000062
17-08-2024 12:30,general_dentist,john doe,TRUE,
19-08-2024 08:00,general_dentist,john doe,TRUE,
19-08-2024 08:30,general_dentist,john doe,TRUE,
19-08-2024 09:00,general_dentist,john doe,TRUE,
19-08-2024 09:30,general_dentist,john doe,TRUE,
19-08-2024 10:00,general_dentist,john doe,TRUE,
19-08-2024 10:30,general_dentist,john doe,FALSE,1000040
19-08-2024 11:00,general_dentist,john doe,TRUE,
19-08-2024 11:30,general_dentist,john doe,TRUE,
19-08-2024 12:00,general_dentist,john doe,FALSE,1000088
19-08-2024 12:30,general_dentist,john doe,TRUE,
19-08-2024 13:00,general_dentist,john doe,TRUE,
19-08-2024 13:30,general_dentist,john doe,FALSE,1000096
19-08-2024 14:00,general_dentist,john doe,FALSE,1000015
19-08-2024 14:30,general_dentist,john doe,FALSE,1000077
19-08-2024 15:00,general_dentist,john doe,TRUE,
19-08-2024 15:30,general_dentist,john doe,TRUE,
19-08-2024 16:00,general_dentist,john doe,TRUE,
19-08-2024 16:30,general_dentist,john doe,FALSE,1000099
20-08-2024 08:00,general_dentist,john doe,TRUE,
20-08-2024 08:30,general_dentist,john doe,FALSE,1000073
20-08-2024 09:00,general_dentist,john doe,TRUE,
20-08-2024 09:30,general_dentist,john doe,FALSE,1000047
20-08-2024 10:00,general_dentist,john doe,TRUE,
20-08-2024 10:30,general_dentist,john doe,FALSE,1000100
20-08-2024 11:00,general_dentist,john doe,TRUE,
20-08-2024 11:30,general_dentist,john doe,TRUE,
20-08-2024 12:00,general_dentist,john doe,TRUE,
20-08-2024 12:30,general_dentist,john doe,FALSE,1000055
20-08-2024 13:00,general_dentist,john doe,TRUE,
20-08-2024 13:30,general_dentist,john doe,TRUE,
20-08-2024 14:00,general_dentist,john doe,FALSE,1000032
20-08-2024 14:30,general_dentist,john doe,TRUE,
20-08-2024 15:00,general_dentist,john doe,FALSE,1000074
20-08-2024 15:30,general_dentist,john doe,TRUE,
20-08-2024 16:00,general_dentist,john doe,TRUE,
20-08-2024 16:30,general_dentist,john doe,FALSE,1000092
21-08-2024 08:00,general_dentist,john doe,TRUE,
21-08-2024 08:30,general_dentist,john doe,FALSE,1000015
21-08-2024 09:00,general_dentist,john doe,TRUE,
21-08-2024 09:30,general_dentist,john doe,TRUE,
21-08-2024 10:00,general_dentist,john doe,TRUE,
21-08-2024 10:30,general_dentist,john doe,TRUE,
21-08-2024 11:00,general_dentist,john doe,TRUE,
21-08-2024 11:30,general_dentist,john doe,TRUE,
21-08-2024 12:00,general_dentist,john doe,TRUE,
21-08-2024 12:30,general_dentist,john doe,FALSE,1000069
21-08-2024 13:00,general_dentist,john doe,FALSE,1000037
21-08-2024 13:30,general_dentist,john doe,TRUE,
21-08-2024 14:00,general_dentist,john doe,TRUE,
21-08-2024 14:30,general_dentist,john doe,FALSE,1000000
21-08-2024 15:00,general_dentist,john doe,TRUE,
21-08-2024 15:30,general_dentist,john doe,FALSE,1000046
21-08-2024 16:00,general_dentist,john doe,TRUE,
21-08-2024 16:30,general_dentist,john doe,TRUE,
22-08-2024 08:00,general_dentist,john doe,FALSE,1000026
22-08-2024 08:30,general_dentist,john doe,TRUE,
22-08-2024 09:00,general_dentist,john doe,TRUE,
22-08-2024 09:30,general_dentist,john doe,FALSE,1000038
22-08-2024 10:00,general_dentist,john doe,TRUE,
22-08-2024 10:30,general_dentist,john doe,TRUE,
22-08-2024 11:00,general_dentist,john doe,TRUE,
22-08-2024 11:30,general_dentist,john doe,FALSE,1000048
22-08-2024 12:00,general_dentist,john doe,TRUE,
22-08-2024 12:30,general_dentist,john doe,FALSE,1000099
22-08-2024 13:00,general_dentist,john doe,TRUE,
22-08-2024 13:30,general_dentist,john doe,FALSE,1000073
22-08-2024 14:00,general_dentist,john doe,FALSE,1000011
22-08-2024 14:30,general_dentist,john doe,TRUE,
22-08-2024 15:00,general_dentist,john doe,FALSE,1000065
22-08-2024 15:30,general_dentist,john doe,TRUE,
22-08-2024 16:00,general_dentist,john doe,TRUE,
22-08-2024 16:30,general_dentist,john doe,TRUE,
23-08-2024 08:00,general_dentist,john doe,FALSE,1000009
23-08-2024 08:30,general_dentist,john doe,TRUE,
23-08-2024 09:00,general_dentist,john doe,FALSE,1000079
23-08-2024 09:30,general_dentist,john doe,TRUE,
23-08-2024 10:00,general_dentist,john doe,FALSE,1000025
23-08-2024 10:30,general_dentist,john doe,TRUE,
23-08-2024 11:00,general_dentist,john doe,TRUE,
23-08-2024 11:30,general_dentist,john doe,FALSE,1000098
23-08-2024 12:00,general_dentist,john doe,TRUE,
23-08-2024 12:30,general_dentist,john doe,TRUE,
23-08-2024 13:00,general_dentist,john doe,FALSE,1000033
23-08-2024 13:30,general_dentist,john doe,TRUE,
23-08-2024 14:00,general_dentist,john doe,FALSE,1000089
23-08-2024 14:30,general_dentist,john doe,TRUE,
23-08-2024 15:00,general_dentist,john doe,TRUE,
23-08-2024 15:30,general_dentist,john doe,TRUE,
23-08-2024 16:00,general_dentist,john doe,TRUE,
23-08-2024 16:30,general_dentist,john doe,TRUE,
24-08-2024 09:00,general_dentist,john doe,TRUE,
24-08-2024 09:30,general_dentist,john doe,TRUE,
24-08-2024 10:00,general_dentist,john doe,TRUE,
24-08-2024 10:30,general_dentist,john doe,TRUE,
24-08-2024 11:00,general_dentist,john doe,TRUE,
24-08-2024 11:30,general_dentist,john doe,FALSE,1000055
24-08-2024 12:00,general_dentist,john doe,FALSE,1000001
24-08-2024 12:30,general_dentist,john doe,FALSE,1000028
26-08-2024 08:00,general_dentist,john doe,TRUE,
26-08-2024 08:30,general_dentist,john doe,TRUE,
26-08-2024 09:00,general_dentist,john doe,TRUE,
26-08-2024 09:30,general_dentist,john doe,FALSE,1000063
26-08-2024 10:00,general_dentist,john doe,TRUE,
26-08-2024 10:30,general_dentist,john doe,TRUE,
26-08-2024 11:00,general_dentist,john doe,FALSE,1000080
26-08-2024 11:30,general_dentist,john doe,TRUE,
26-08-2024 12:00,general_dentist,john doe,FALSE,1000059
26-08-2024 12:30,general_dentist,john doe,TRUE,
26-08-2024 13:00,general_dentist,john doe,FALSE,1000014
26-08-2024 13:30,general_dentist,john doe,TRUE,
26-08-2024 14:00,general_dentist,john doe,TRUE,
26-08-2024 14:30,general_dentist,john doe,TRUE,
26-08-2024 15:00,general_dentist,john doe,FALSE,1000048
26-08-2024 15:30,general_dentist,john doe,FALSE,1000090
26-08-2024 16:00,general_dentist,john doe,TRUE,
26-08-2024 16:30,general_dentist,john doe,TRUE,
27-08-2024 08:00,general_dentist,john doe,TRUE,
27-08-2024 08:30,general_dentist,john doe,FALSE,1000034
27-08-2024 09:00,general_dentist,john doe,TRUE,
27-08-2024 09:30,general_dentist,john doe,FALSE,1000038
27-08-2024 10:00,general_dentist,john doe,FALSE,1000077
27-08-2024 10:30,general_dentist,john doe,TRUE,
27-08-2024 11:00,general_dentist,john doe,TRUE,
27-08-2024 11:30,general_dentist,john doe,FALSE,1000071
27-08-2024 12:00,general_dentist,john doe,TRUE,
27-08-2024 12:30,general_dentist,john doe,FALSE,1000019
27-08-2024 13:00,general_dentist,john doe,FALSE,1000091
27-08-2024 13:30,general_dentist,john doe,TRUE,
27-08-2024 14:00,general_dentist,john doe,FALSE,1000040
27-08-2024 14:30,general_dentist,john doe,TRUE,
27-08-2024 15:00,general_dentist,john doe,FALSE,1000016
27-08-2024 15:30,general_dentist,john doe,FALSE,1000034
27-08-2024 16:00,general_dentist,john doe,TRUE,
27-08-2024 16:30,general_dentist,john doe,TRUE,
28-08-2024 08:00,general_dentist,john doe,FALSE,1000066
28-08-2024 08:30,general_dentist,john doe,TRUE,
28-08-2024 09:00,general_dentist,john doe,TRUE,
28-08-2024 09:30,general_dentist,john doe,FALSE,1000043
28-08-2024 10:00,general_dentist,john doe,FALSE,1000095
28-08-2024 10:30,general_dentist,john doe,TRUE,
28-08-2024 11:00,general_dentist,john doe,FALSE,1000089
28-08-2024 11:30,general_dentist,john doe,FALSE,1000073
28-08-2024 12:00,general_dentist,john doe,TRUE,
28-08-2024 12:30,general_dentist,john doe,FALSE,1000052
28-08-2024 13:00,general_dentist,john doe,TRUE,
28-08-2024 13:30,general_dentist,john doe,FALSE,1000065
28-08-2024 14:00,general_dentist,john doe,TRUE,
28-08-2024 14:30,general_dentist,john doe,FALSE,1000030
28-08-2024 15:00,general_dentist,john doe,TRUE,
28-08-2024 15:30,general_dentist,john doe,TRUE,
28-08-2024 16:00,general_dentist,john doe,FALSE,1000058
28-08-2024 16:30,general_dentist,john doe,TRUE,
29-08-2024 08:00,general_dentist,john doe,FALSE,1000041
29-08-2024 08:30,general_dentist,john doe,FALSE,1000000
29-08-2024 09:00,general_dentist,john doe,FALSE,1000077
29-08-2024 09:30,general_dentist,john doe,FALSE,1000040
29-08-2024 10:00,general_dentist,john doe,TRUE,
29-08-2024 10:30,general_dentist,john doe,FALSE,1000032
29-08-2024 11:00,general_dentist,john doe,FALSE,1000085
29-08-2024 11:30,general_dentist,john doe,TRUE,
29-08-2024 12:00,general_dentist,john doe,TRUE,
29-08-2024 12:30,general_dentist,john doe,TRUE,
29-08-2024 13:00,general_dentist,john doe,TRUE,
29-08-2024 13:30,general_dentist,john doe,FALSE,1000070
29-08-2024 14:00,general_dentist,john doe,TRUE,
29-08-2024 14:30,general_dentist,john doe,TRUE,
29-08-2024 15:00,general_dentist,john doe,TRUE,
29-08-2024 15:30,general_dentist,john doe,TRUE,
29-08-2024 16:00,general_dentist,john doe,TRUE,
29-08-2024 16:30,general_dentist,john doe,TRUE,
30-08-2024 08:00,general_dentist,john doe,FALSE,1000092
30-08-2024 08:30,general_dentist,john doe,TRUE,
30-08-2024 09:00,general_dentist,john doe,TRUE,
30-08-2024 09:30,general_dentist,john doe,FALSE,1000049
30-08-2024 10:00,general_dentist,john doe,TRUE,
30-08-2024 10:30,general_dentist,john doe,TRUE,
30-08-2024 11:00,general_dentist,john doe,TRUE,
30-08-2024 11:30,general_dentist,john doe,TRUE,
30-08-2024 12:00,general_dentist,john doe,TRUE,
30-08-2024 12:30,general_dentist,john doe,FALSE,1000044
30-08-2024 13:00,general_dentist,john doe,TRUE,
30-08-2024 13:30,general_dentist,john doe,TRUE,
30-08-2024 14:00,general_dentist,john doe,TRUE,
30-08-2024 14:30,general_dentist,john doe,TRUE,
30-08-2024 15:00,general_dentist,john doe,TRUE,
30-08-2024 15:30,general_dentist,john doe,FALSE,1000067
30-08-2024 16:00,general_dentist,john doe,TRUE,
30-08-2024 16:30,general_dentist,john doe,TRUE,
31-08-2024 09:00,general_dentist,john doe,TRUE,
31-08-2024 09:30,general_dentist,john doe,TRUE,
31-08-2024 10:00,general_dentist,john doe,TRUE,
31-08-2024 10:30,general_dentist,john doe,TRUE,
31-08-2024 11:00,general_dentist,john doe,FALSE,1000057
31-08-2024 11:30,general_dentist,john doe,TRUE,
31-08-2024 12:00,general_dentist,john doe,TRUE,
31-08-2024 12:30,general_dentist,john doe,TRUE,
02-09-2024 08:00,general_dentist,john doe,TRUE,
02-09-2024 08:30,general_dentist,john doe,TRUE,
02-09-2024 09:00,general_dentist,john doe,TRUE,
02-09-2024 09:30,general_dentist,john doe,TRUE,
02-09-2024 10:00,general_dentist,john doe,TRUE,
02-09-2024 10:30,general_dentist,john doe,TRUE,
02-09-2024 11:00,general_dentist,john doe,FALSE,1000063
02-09-2024 11:30,general_dentist,john doe,TRUE,
02-09-2024 12:00,general_dentist,john doe,TRUE,
02-09-2024 12:30,general_dentist,john doe,TRUE,
02-09-2024 13:00,general_dentist,john doe,TRUE,
02-09-2024 13:30,general_dentist,john doe,TRUE,
02-09-2024 14:00,general_dentist,john doe,FALSE,1000080
02-09-2024 14:30,general_dentist,john doe,FALSE,1000034
02-09-2024 15:00,general_dentist,john doe,TRUE,
02-09-2024 15:30,general_dentist,john doe,TRUE,
02-09-2024 16:00,general_dentist,john doe,FALSE,1000015
02-09-2024 16:30,general_dentist,john doe,TRUE,
03-09-2024 08:00,general_dentist,john doe,FALSE,1000086
03-09-2024 08:30,general_dentist,john doe,TRUE,
03-09-2024 09:00,general_dentist,john doe,FALSE,1000074
03-09-2024 09:30,general_dentist,john doe,FALSE,1000047
03-09-2024 10:00,general_dentist,john doe,TRUE,
03-09-2024 10:30,general_dentist,john doe,TRUE,
03-09-2024 11:00,general_dentist,john doe,TRUE,
03-09-2024 11:30,general_dentist,john doe,TRUE,
03-09-2024 12:00,general_dentist,john doe,TRUE,
03-09-2024 12:30,general_dentist,john doe,FALSE,1000090
03-09-2024 13:00,general_dentist,john doe,TRUE,
03-09-2024 13:30,general_dentist,john doe,TRUE,
03-09-2024 14:00,general_dentist,john doe,TRUE,
03-09-2024 14:30,general_dentist,john doe,TRUE,
03-09-2024 15:00,general_dentist,john doe,TRUE,
03-09-2024 15:30,general_dentist,john doe,FALSE,1000096
03-09-2024 16:00,general_dentist,john doe,FALSE,1000033
03-09-2024 16:30,general_dentist,john doe,TRUE,
05-08-2024 08:00,general_dentist,emily johnson,FALSE,1000082
05-08-2024 08:30,general_dentist,emily johnson,FALSE,1000070
05-08-2024 09:00,general_dentist,emily johnson,FALSE,1000015
05-08-2024 09:30,general_dentist,emily johnson,FALSE,1000039
05-08-2024 10:00,general_dentist,emily johnson,FALSE,1000060
05-08-2024 10:30,general_dentist,emily johnson,FALSE,1000050
05-08-2024 11:00,general_dentist,emily johnson,FALSE,1000011
05-08-2024 11:30,general_dentist,emily johnson,FALSE,1000052
05-08-2024 12:00,general_dentist,emily johnson,FALSE,1000098
05-08-2024 12:30,general_dentist,emily johnson,FALSE,1000013
05-08-2024 13:00,general_dentist,emily johnson,FALSE,1000063
05-08-2024 13:30,general_dentist,emily johnson,FALSE,1000067
05-08-2024 14:00,general_dentist,emily johnson,FALSE,1000068
05-08-2024 14:30,general_dentist,emily johnson,FALSE,1000100
05-08-2024 15:00,general_dentist,emily johnson,FALSE,1000063
05-08-2024 15:30,general_dentist,emily johnson,FALSE,1000099
05-08-2024 16:00,general_dentist,emily johnson,FALSE,1000040
05-08-2024 16:30,general_dentist,emily johnson,FALSE,1000073
06-08-2024 08:00,general_dentist,emily johnson,FALSE,1000078
06-08-2024 08:30,general_dentist,emily johnson,FALSE,1000071
06-08-2024 09:00,general_dentist,emily johnson,FALSE,1000044
06-08-2024 09:30,general_dentist,emily johnson,FALSE,1000047
06-08-2024 10:00,general_dentist,emily johnson,FALSE,1000057
06-08-2024 10:30,general_dentist,emily johnson,FALSE,1000011
06-08-2024 11:00,general_dentist,emily johnson,FALSE,1000084
06-08-2024 11:30,general_dentist,emily johnson,FALSE,1000002
06-08-2024 12:00,general_dentist,emily johnson,FALSE,1000068
06-08-2024 12:30,general_dentist,emily johnson,FALSE,1000074
06-08-2024 13:00,general_dentist,emily johnson,FALSE,1000004
06-08-2024 13:30,general_dentist,emily johnson,FALSE,1000045
06-08-2024 14:00,general_dentist,emily johnson,FALSE,1000012
06-08-2024 14:30,general_dentist,emily johnson,FALSE,1000048
06-08-2024 15:00,general_dentist,emily johnson,FALSE,1000092
06-08-2024 15:30,general_dentist,emily johnson,FALSE,1000045
06-08-2024 16:00,general_dentist,emily johnson,FALSE,1000038
06-08-2024 16:30,general_dentist,emily johnson,FALSE,1000089
07-08-2024 08:00,general_dentist,emily johnson,TRUE,
07-08-2024 08:30,general_dentist,emily johnson,TRUE,
07-08-2024 09:00,general_dentist,emily johnson,TRUE,
07-08-2024 09:30,general_dentist,emily johnson,TRUE,
07-08-2024 10:00,general_dentist,emily johnson,FALSE,1000046
07-08-2024 10:30,general_dentist,emily johnson,TRUE,
07-08-2024 11:00,general_dentist,emily johnson,FALSE,1000090
07-08-2024 11:30,general_dentist,emily johnson,TRUE,
07-08-2024 12:00,general_dentist,emily johnson,TRUE,
07-08-2024 12:30,general_dentist,emily johnson,FALSE,1000024
07-08-2024 13:00,general_dentist,emily johnson,TRUE,
07-08-2024 13:30,general_dentist,emily johnson,TRUE,
07-08-2024 14:00,general_dentist,emily johnson,FALSE,1000029
07-08-2024 14:30,general_dentist,emily johnson,TRUE,
07-08-2024 15:00,general_dentist,emily johnson,FALSE,1000002
07-08-2024 15:30,general_dentist,emily johnson,TRUE,
07-08-2024 16:00,general_dentist,emily johnson,TRUE,
07-08-2024 16:30,general_dentist,emily johnson,FALSE,1000012
08-08-2024 08:00,general_dentist,emily johnson,TRUE,
08-08-2024 08:30,general_dentist,emily johnson,TRUE,
08-08-2024 09:00,general_dentist,emily johnson,FALSE,1000005
08-08-2024 09:30,general_dentist,emily johnson,FALSE,1000041
08-08-2024 10:00,general_dentist,emily johnson,TRUE,
08-08-2024 10:30,general_dentist,emily johnson,TRUE,
